Candidate,Office,Seat,Year,Ideology,Lower,Upper,Party,State,Order
Nita M. Lowey,U.S. House,CD-18,2010,-2.401,-2.584,-2.223,Democratic,New York,18
Nita M. Lowey,U.S. House,CD-17,2012,-2.344,-2.486,-2.204,Democratic,New York,17
Nita M. Lowey,U.S. House,CD-17,2014,-2.309,-2.477,-2.141,Democratic,New York,17
Nita M. Lowey,U.S. House,CD-17,2016,-2.161,-2.324,-1.993,Democratic,New York,17
Nita M. Lowey,U.S. House,CD-17,2018,-2.181,-2.339,-2.026,Democratic,New York,17
Joseph McLaughlin,U.S. House,CD-16,2012,0.366,-0.007,0.732,Republican,New York,16
Sukhee Kang,U.S. House,CD-45,2012,-1.325,-1.545,-1.106,Democratic,California,45
Patrick Murray,U.S. House,CD-8,2010,1.268,1.077,1.464,Republican,Virginia,8
Patrick Murray,U.S. House,CD-8,2012,1.284,1.084,1.486,Republican,Virginia,8
Lance Enderle,U.S. House,CD-8,2010,-1.423,-1.7,-1.154,Democratic,Michigan,8
Lance Enderle,U.S. House,CD-8,2012,-1.357,-1.599,-1.112,Democratic,Michigan,8
Mike Rogers,U.S. House,CD-8,2010,1.529,1.372,1.69,Republican,Michigan,8
Mike Rogers,U.S. House,CD-8,2012,1.499,1.366,1.634,Republican,Michigan,8
Adam Cook,U.S. House,CD-1,2012,-1.608,-1.843,-1.379,Democratic,Virginia,1
Rob Wittman,U.S. House,CD-1,2010,1.356,1.192,1.524,Republican,Virginia,1
Rob Wittman,U.S. House,CD-1,2012,1.466,1.335,1.594,Republican,Virginia,1
Rob Wittman,U.S. House,CD-1,2014,1.413,1.279,1.546,Republican,Virginia,1
Rob Wittman,U.S. House,CD-1,2016,1.393,1.249,1.538,Republican,Virginia,1
Rob Wittman,U.S. House,CD-1,2018,1.574,1.416,1.732,Republican,Virginia,1
Rob Wittman,U.S. House,CD-1,2020,1.754,1.613,1.898,Republican,Virginia,1
Rob Wittman,U.S. House,CD-1,2022,1.812,1.671,1.954,Republican,Virginia,1
Rob Wittman,U.S. House,CD-1,2024,1.712,1.559,1.866,Republican,Virginia,1
Bill Shuster,U.S. House,CD-9,2010,1.34,1.176,1.509,Republican,Pennsylvania,9
Bill Shuster,U.S. House,CD-9,2012,1.325,1.201,1.447,Republican,Pennsylvania,9
Bill Shuster,U.S. House,CD-9,2014,1.302,1.154,1.45,Republican,Pennsylvania,9
Bill Shuster,U.S. House,CD-9,2016,1.294,1.14,1.448,Republican,Pennsylvania,9
Gene Stilp,U.S. House,CD-11,2012,-0.791,-1.039,-0.541,Democratic,Pennsylvania,11
Mike Honda,U.S. House,CD-15,2010,-2.372,-2.571,-2.184,Democratic,California,15
Mike Honda,U.S. House,CD-17,2012,-2.247,-2.401,-2.091,Democratic,California,17
Mike Honda,U.S. House,CD-17,2014,-2.219,-2.388,-2.051,Democratic,California,17
Mike Honda,U.S. House,CD-17,2016,-2.183,-2.378,-1.986,Democratic,California,17
Dave Heaster,U.S. House,CD-5,2012,-1.7,-1.989,-1.413,Democratic,Wisconsin,5
Charles W. Dent,U.S. House,CD-15,2010,1.029,0.871,1.181,Republican,Pennsylvania,15
Charles W. Dent,U.S. House,CD-15,2012,1.109,0.986,1.235,Republican,Pennsylvania,15
Charles W. Dent,U.S. House,CD-15,2014,0.925,0.79,1.06,Republican,Pennsylvania,15
Charles W. Dent,U.S. House,CD-15,2016,0.8,0.653,0.948,Republican,Pennsylvania,15
Dutch Ruppersberger,U.S. House,CD-2,2010,-1.663,-1.828,-1.499,Democratic,Maryland,2
Dutch Ruppersberger,U.S. House,CD-2,2012,-1.627,-1.747,-1.507,Democratic,Maryland,2
Dutch Ruppersberger,U.S. House,CD-2,2014,-1.723,-1.873,-1.576,Democratic,Maryland,2
Dutch Ruppersberger,U.S. House,CD-2,2016,-1.77,-1.916,-1.618,Democratic,Maryland,2
Dutch Ruppersberger,U.S. House,CD-2,2018,-1.903,-2.033,-1.773,Democratic,Maryland,2
Dutch Ruppersberger,U.S. House,CD-2,2020,-1.848,-2,-1.698,Democratic,Maryland,2
Dutch Ruppersberger,U.S. House,CD-2,2022,-1.738,-1.882,-1.59,Democratic,Maryland,2
Nancy Jacobs,U.S. House,CD-2,2012,1.052,0.859,1.249,Republican,Maryland,2
Mark Murphy,U.S. House,CD-11,2012,-1.656,-1.957,-1.355,Democratic,New York,11
Michael Grimm,U.S. House,CD-13,2010,1.331,1.114,1.554,Republican,New York,13
Michael Grimm,U.S. House,CD-11,2012,1.27,1.092,1.446,Republican,New York,11
Michael Grimm,U.S. House,CD-11,2014,1.209,1.022,1.398,Republican,New York,11
Michael McMahon,U.S. House,CD-13,2010,-0.979,-1.202,-0.757,Democratic,New York,13
Tom Cole,U.S. House,CD-4,2010,1.773,1.606,1.944,Republican,Oklahoma,4
Tom Cole,U.S. House,CD-4,2012,1.74,1.613,1.868,Republican,Oklahoma,4
Tom Cole,U.S. House,CD-4,2014,1.637,1.496,1.785,Republican,Oklahoma,4
Tom Cole,U.S. House,CD-4,2016,1.697,1.539,1.856,Republican,Oklahoma,4
Tom Cole,U.S. House,CD-4,2018,1.678,1.521,1.838,Republican,Oklahoma,4
Tom Cole,U.S. House,CD-4,2020,1.805,1.631,1.98,Republican,Oklahoma,4
Tom Cole,U.S. House,CD-4,2022,1.768,1.612,1.929,Republican,Oklahoma,4
Tom Cole,U.S. House,CD-4,2024,1.704,1.522,1.885,Republican,Oklahoma,4
Delinda Morgan,U.S. House,CD-1,2012,0.795,0.565,1.032,Republican,Oregon,1
David Wu,U.S. House,CD-1,2010,-2.354,-2.525,-2.187,Democratic,Oregon,1
Frank Lucas,U.S. House,CD-3,2010,1.513,1.333,1.695,Republican,Oklahoma,3
Frank Lucas,U.S. House,CD-3,2012,1.495,1.346,1.645,Republican,Oklahoma,3
Frank Lucas,U.S. House,CD-3,2014,1.501,1.34,1.664,Republican,Oklahoma,3
Frank Lucas,U.S. House,CD-3,2016,1.576,1.385,1.771,Republican,Oklahoma,3
Frank Lucas,U.S. House,CD-3,2018,1.726,1.535,1.927,Republican,Oklahoma,3
Frank Lucas,U.S. House,CD-3,2020,1.812,1.621,2.007,Republican,Oklahoma,3
Frank Lucas,U.S. House,CD-3,2022,1.853,1.674,2.036,Republican,Oklahoma,3
Frank Lucas,U.S. House,CD-3,2024,1.845,1.643,2.043,Republican,Oklahoma,3
Cory Gardner,U.S. House,CD-4,2010,1.654,1.487,1.822,Republican,Colorado,4
Cory Gardner,U.S. House,CD-4,2012,1.599,1.466,1.728,Republican,Colorado,4
Cory Gardner,U.S. Senate,Sen-II,2014,1.843,1.773,1.911,Republican,Colorado,101
Cory Gardner,U.S. Senate,Sen-II,2020,1.906,1.826,1.985,Republican,Colorado,101
Elizabeth Markey,U.S. House,CD-4,2010,-1.854,-2.022,-1.69,Democratic,Colorado,4
Steven C. LaTourette,U.S. House,CD-14,2010,0.944,0.795,1.095,Republican,Ohio,14
Jeff Miller,U.S. House,CD-1,2010,1.864,1.708,2.023,Republican,Florida,1
Jeff Miller,U.S. House,CD-1,2012,1.728,1.602,1.853,Republican,Florida,1
Jeff Miller,U.S. House,CD-1,2014,1.631,1.49,1.767,Republican,Florida,1
Carol Shea-Porter,U.S. House,CD-1,2010,-2.507,-2.691,-2.343,Democratic,New Hampshire,1
Carol Shea-Porter,U.S. House,CD-1,2012,-2.437,-2.57,-2.312,Democratic,New Hampshire,1
Carol Shea-Porter,U.S. House,CD-1,2014,-2.246,-2.391,-2.102,Democratic,New Hampshire,1
Carol Shea-Porter,U.S. House,CD-1,2016,-2.128,-2.286,-1.97,Democratic,New Hampshire,1
Frank Guinta,U.S. House,CD-1,2010,1.364,1.21,1.523,Republican,New Hampshire,1
Frank Guinta,U.S. House,CD-1,2012,1.543,1.422,1.667,Republican,New Hampshire,1
Frank Guinta,U.S. House,CD-1,2014,1.339,1.204,1.472,Republican,New Hampshire,1
Frank Guinta,U.S. House,CD-1,2016,1.332,1.178,1.487,Republican,New Hampshire,1
Anna Little,U.S. House,CD-6,2010,1.842,1.624,2.065,Republican,New Jersey,6
Anna Little,U.S. House,CD-6,2012,1.751,1.519,1.975,Republican,New Jersey,6
Dan Kildee,U.S. House,CD-5,2012,-1.956,-2.118,-1.788,Democratic,Michigan,5
Dan Kildee,U.S. House,CD-5,2014,-1.969,-2.112,-1.824,Democratic,Michigan,5
Dan Kildee,U.S. House,CD-5,2016,-1.96,-2.116,-1.801,Democratic,Michigan,5
Dan Kildee,U.S. House,CD-5,2018,-1.948,-2.109,-1.779,Democratic,Michigan,5
Dan Kildee,U.S. House,CD-5,2020,-2.09,-2.243,-1.937,Democratic,Michigan,5
Dan Kildee,U.S. House,CD-8,2022,-2.103,-2.249,-1.964,Democratic,Michigan,8
Jim Slezak,U.S. House,CD-5,2012,0.818,0.571,1.058,Republican,Michigan,5
Mike Coffman,U.S. House,CD-6,2010,1.518,1.365,1.665,Republican,Colorado,6
Mike Coffman,U.S. House,CD-6,2012,1.757,1.637,1.879,Republican,Colorado,6
Mike Coffman,U.S. House,CD-6,2014,1.667,1.533,1.797,Republican,Colorado,6
Mike Coffman,U.S. House,CD-6,2016,1.522,1.365,1.674,Republican,Colorado,6
Mike Coffman,U.S. House,CD-6,2018,1.393,1.205,1.583,Republican,Colorado,6
Brandon Shaffer,U.S. House,CD-4,2012,-1.477,-1.676,-1.274,Democratic,Colorado,4
Todd Long,U.S. House,CD-9,2012,1.597,1.396,1.801,Republican,Florida,9
Brad Miller,U.S. House,CD-13,2010,-1.89,-2.06,-1.721,Democratic,North Carolina,13
Charles Malone,U.S. House,CD-13,2012,-1.136,-1.408,-0.867,Democratic,North Carolina,13
George E. B. Holding,U.S. House,CD-13,2012,1.663,1.493,1.829,Republican,North Carolina,13
George E. B. Holding,U.S. House,CD-13,2014,1.578,1.42,1.734,Republican,North Carolina,13
George E. B. Holding,U.S. House,CD-2,2016,1.672,1.529,1.813,Republican,North Carolina,2
George E. B. Holding,U.S. House,CD-2,2018,1.866,1.727,2.016,Republican,North Carolina,2
Alfred Lawson,U.S. House,CD-2,2012,-1.797,-1.974,-1.617,Democratic,Florida,2
Alfred Lawson,U.S. House,CD-5,2016,-1.513,-1.707,-1.307,Democratic,Florida,5
Alfred Lawson,U.S. House,CD-5,2018,-1.633,-1.795,-1.471,Democratic,Florida,5
Alfred Lawson,U.S. House,CD-5,2020,-1.605,-1.769,-1.434,Democratic,Florida,5
Alfred Lawson,U.S. House,CD-2,2022,-1.852,-2.021,-1.685,Democratic,Florida,2
Steve Southerland II,U.S. House,CD-2,2010,1.7,1.534,1.864,Republican,Florida,2
Steve Southerland II,U.S. House,CD-2,2012,1.753,1.618,1.886,Republican,Florida,2
Steve Southerland II,U.S. House,CD-2,2014,1.705,1.556,1.856,Republican,Florida,2
"Allen Boyd, Jr.",U.S. House,CD-2,2010,-1.66,-1.835,-1.489,Democratic,Florida,2
Mike Rogers,U.S. House,CD-3,2010,1.517,1.328,1.7,Republican,Alabama,3
Mike Rogers,U.S. House,CD-3,2012,1.566,1.415,1.721,Republican,Alabama,3
Mike Rogers,U.S. House,CD-3,2014,1.628,1.471,1.795,Republican,Alabama,3
Mike Rogers,U.S. House,CD-3,2016,1.656,1.489,1.823,Republican,Alabama,3
Mike Rogers,U.S. House,CD-3,2018,1.664,1.495,1.825,Republican,Alabama,3
Mike Rogers,U.S. House,CD-3,2020,1.778,1.607,1.948,Republican,Alabama,3
Mike Rogers,U.S. House,CD-3,2022,1.807,1.633,1.981,Republican,Alabama,3
Mike Rogers,U.S. House,CD-3,2024,1.716,1.552,1.891,Republican,Alabama,3
David Sanchez,U.S. House,CD-26,2012,-0.673,-0.933,-0.411,Democratic,Texas,26
Peter Sessions,U.S. House,CD-32,2010,1.676,1.504,1.847,Republican,Texas,32
Peter Sessions,U.S. House,CD-32,2012,1.627,1.503,1.747,Republican,Texas,32
Peter Sessions,U.S. House,CD-32,2014,1.607,1.469,1.745,Republican,Texas,32
Peter Sessions,U.S. House,CD-32,2016,1.621,1.462,1.775,Republican,Texas,32
Peter Sessions,U.S. House,CD-32,2018,1.836,1.67,2.003,Republican,Texas,32
Peter Sessions,U.S. House,CD-17,2020,1.906,1.731,2.08,Republican,Texas,17
Peter Sessions,U.S. House,CD-17,2022,1.92,1.741,2.097,Republican,Texas,17
Peter Sessions,U.S. House,CD-17,2024,1.897,1.718,2.081,Republican,Texas,17
Gary Peters,U.S. House,CD-9,2010,-2.084,-2.263,-1.924,Democratic,Michigan,9
Gary Peters,U.S. House,CD-14,2012,-1.935,-2.054,-1.812,Democratic,Michigan,14
Gary Peters,U.S. Senate,Sen-II,2014,-2.055,-2.112,-1.998,Democratic,Michigan,101
Gary Peters,U.S. Senate,Sen-II,2020,-2.08,-2.135,-2.027,Democratic,Michigan,101
Syed Taj,U.S. House,CD-11,2012,-1.552,-1.774,-1.327,Democratic,Michigan,11
Kerry Bentivolio,U.S. House,CD-11,2012,1.609,1.434,1.784,Republican,Michigan,11
Kerry Bentivolio,U.S. House,CD-11,2014,1.752,1.574,1.935,Other,Michigan,11
James Oberstar,U.S. House,CD-8,2010,-2.436,-2.655,-2.218,Democratic,Minnesota,8
Jay Seegmiller,U.S. House,CD-2,2012,-0.442,-0.676,-0.195,Democratic,Utah,2
Chris Stewart,U.S. House,CD-2,2012,1.538,1.354,1.724,Republican,Utah,2
Chris Stewart,U.S. House,CD-2,2014,1.678,1.525,1.836,Republican,Utah,2
Chris Stewart,U.S. House,CD-2,2016,1.644,1.48,1.805,Republican,Utah,2
Chris Stewart,U.S. House,CD-2,2018,1.792,1.64,1.948,Republican,Utah,2
Chris Stewart,U.S. House,CD-2,2020,1.793,1.63,1.956,Republican,Utah,2
Chris Stewart,U.S. House,CD-2,2022,1.886,1.701,2.082,Republican,Utah,2
Kenny Marchant,U.S. House,CD-24,2010,1.701,1.542,1.865,Republican,Texas,24
Kenny Marchant,U.S. House,CD-24,2012,1.657,1.526,1.79,Republican,Texas,24
Kenny Marchant,U.S. House,CD-24,2014,1.541,1.393,1.686,Republican,Texas,24
Kenny Marchant,U.S. House,CD-24,2016,1.605,1.419,1.787,Republican,Texas,24
Kenny Marchant,U.S. House,CD-24,2018,1.802,1.631,1.972,Republican,Texas,24
Virginia Foxx,U.S. House,CD-5,2010,2.063,1.87,2.261,Republican,North Carolina,5
Virginia Foxx,U.S. House,CD-5,2012,2.038,1.894,2.182,Republican,North Carolina,5
Virginia Foxx,U.S. House,CD-5,2014,1.946,1.792,2.099,Republican,North Carolina,5
Virginia Foxx,U.S. House,CD-5,2016,1.941,1.782,2.092,Republican,North Carolina,5
Virginia Foxx,U.S. House,CD-5,2018,2.181,2.013,2.359,Republican,North Carolina,5
Virginia Foxx,U.S. House,CD-5,2020,2.19,1.995,2.387,Republican,North Carolina,5
Virginia Foxx,U.S. House,CD-5,2022,2.199,2.041,2.362,Republican,North Carolina,5
Virginia Foxx,U.S. House,CD-5,2024,2.161,1.986,2.34,Republican,North Carolina,5
"Jaques Rene Gailot, Jr",U.S. House,CD-3,2012,-1.189,-1.512,-0.869,Democratic,Florida,3
Dale Kildee,U.S. House,CD-5,2010,-2.103,-2.282,-1.927,Democratic,Michigan,5
David Gill,U.S. House,CD-15,2010,-1.839,-2.052,-1.632,Democratic,Illinois,15
David Gill,U.S. House,CD-13,2012,-1.908,-2.095,-1.727,Democratic,Illinois,13
Francisco 'Quico' Canseco,U.S. House,CD-23,2010,1.253,1.084,1.426,Republican,Texas,23
Francisco 'Quico' Canseco,U.S. House,CD-23,2012,1.353,1.198,1.507,Republican,Texas,23
Joaquin Castro,U.S. House,CD-20,2012,-2.171,-2.348,-1.996,Democratic,Texas,20
Joaquin Castro,U.S. House,CD-20,2014,-2.377,-2.544,-2.223,Democratic,Texas,20
Joaquin Castro,U.S. House,CD-20,2016,-2.35,-2.502,-2.203,Democratic,Texas,20
Joaquin Castro,U.S. House,CD-20,2018,-2.401,-2.555,-2.25,Democratic,Texas,20
Joaquin Castro,U.S. House,CD-20,2020,-2.386,-2.533,-2.233,Democratic,Texas,20
Joaquin Castro,U.S. House,CD-20,2022,-2.385,-2.541,-2.233,Democratic,Texas,20
Joaquin Castro,U.S. House,CD-20,2024,-2.337,-2.515,-2.157,Democratic,Texas,20
Ciro Rodriguez,U.S. House,CD-23,2010,-2.125,-2.322,-1.927,Democratic,Texas,23
Mike Ross,U.S. House,CD-4,2010,-0.535,-0.773,-0.305,Democratic,Arkansas,4
Gene Jeffress,U.S. House,CD-4,2012,-0.733,-0.991,-0.481,Democratic,Arkansas,4
Tom Cotton,U.S. House,CD-4,2012,1.786,1.61,1.955,Republican,Arkansas,4
Tom Cotton,U.S. Senate,Sen-II,2014,1.948,1.855,2.042,Republican,Arkansas,101
Tom Cotton,U.S. Senate,Sen-II,2020,2.59,2.456,2.736,Republican,Arkansas,101
Rob Zerban,U.S. House,CD-1,2012,-2.005,-2.172,-1.839,Democratic,Wisconsin,1
Rob Zerban,U.S. House,CD-1,2014,-2.15,-2.322,-1.979,Democratic,Wisconsin,1
Timothy H. Bishop,U.S. House,CD-1,2010,-2.318,-2.498,-2.145,Democratic,New York,1
Timothy H. Bishop,U.S. House,CD-1,2012,-2.224,-2.369,-2.081,Democratic,New York,1
Timothy H. Bishop,U.S. House,CD-1,2014,-2.185,-2.364,-2.007,Democratic,New York,1
Jerry F. Costello,U.S. House,CD-12,2010,-1.419,-1.597,-1.244,Democratic,Illinois,12
Bill Enyart,U.S. House,CD-12,2012,-1.547,-1.748,-1.343,Democratic,Illinois,12
Bill Enyart,U.S. House,CD-12,2014,-1.633,-1.826,-1.438,Democratic,Illinois,12
Jason Plummer,U.S. House,CD-12,2012,1.435,1.222,1.657,Republican,Illinois,12
Joe Walsh,U.S. House,CD-8,2010,1.731,1.485,1.97,Republican,Illinois,8
Joe Walsh,U.S. House,CD-8,2012,2.224,2.063,2.396,Republican,Illinois,8
Melissa Bean,U.S. House,CD-8,2010,-1.592,-1.751,-1.437,Democratic,Illinois,8
Sharon Cissna,U.S. House,CD-1,2012,-1.749,-1.984,-1.524,Democratic,Alaska,1
Don Young,U.S. House,CD-1,2010,1.475,1.324,1.627,Republican,Alaska,1
Don Young,U.S. House,CD-1,2012,1.571,1.443,1.708,Republican,Alaska,1
Don Young,U.S. House,CD-1,2014,1.57,1.422,1.717,Republican,Alaska,1
Don Young,U.S. House,CD-1,2016,1.589,1.411,1.758,Republican,Alaska,1
Don Young,U.S. House,CD-1,2018,1.87,1.677,2.069,Republican,Alaska,1
Don Young,U.S. House,CD-1,2020,1.982,1.798,2.177,Republican,Alaska,1
Hansen Clarke,U.S. House,CD-13,2010,-2.154,-2.385,-1.926,Democratic,Michigan,13
Tom Rooney,U.S. House,CD-16,2010,1.507,1.36,1.652,Republican,Florida,16
Tom Rooney,U.S. House,CD-17,2012,1.524,1.411,1.639,Republican,Florida,17
Tom Rooney,U.S. House,CD-17,2014,1.416,1.264,1.568,Republican,Florida,17
Tom Rooney,U.S. House,CD-17,2016,1.265,1.114,1.422,Republican,Florida,17
Patrick Murphy,U.S. House,CD-18,2012,-1.806,-1.967,-1.655,Democratic,Florida,18
Patrick Murphy,U.S. House,CD-18,2014,-1.429,-1.591,-1.263,Democratic,Florida,18
Patrick Murphy,U.S. Senate,Sen-III,2016,-1.791,-1.832,-1.75,Democratic,Florida,102
William 'Bill' Cassidy,U.S. House,CD-6,2010,1.54,1.371,1.709,Republican,Louisiana,6
William 'Bill' Cassidy,U.S. House,CD-6,2012,1.533,1.403,1.665,Republican,Louisiana,6
William 'Bill' Cassidy,U.S. Senate,Sen-II,2014,1.468,1.387,1.549,Republican,Louisiana,101
William 'Bill' Cassidy,U.S. Senate,Sen-II,2020,1.757,1.659,1.856,Republican,Louisiana,101
Chaka Fattah,U.S. House,CD-2,2010,-2.526,-2.715,-2.341,Democratic,Pennsylvania,2
Chaka Fattah,U.S. House,CD-2,2012,-2.475,-2.614,-2.336,Democratic,Pennsylvania,2
Chaka Fattah,U.S. House,CD-2,2014,-2.533,-2.706,-2.36,Democratic,Pennsylvania,2
Dennis Ross,U.S. House,CD-12,2010,1.27,1.093,1.439,Republican,Florida,12
Dennis Ross,U.S. House,CD-15,2012,1.374,1.241,1.508,Republican,Florida,15
Dennis Ross,U.S. House,CD-15,2014,1.334,1.191,1.488,Republican,Florida,15
Dennis Ross,U.S. House,CD-15,2016,1.134,0.975,1.291,Republican,Florida,15
Mike O'Brien,U.S. House,CD-6,2012,-1.405,-1.619,-1.187,Democratic,Michigan,6
Fred Upton,U.S. House,CD-6,2010,1.034,0.85,1.213,Republican,Michigan,6
Fred Upton,U.S. House,CD-6,2012,1.19,1.057,1.325,Republican,Michigan,6
Fred Upton,U.S. House,CD-6,2014,1.139,0.998,1.284,Republican,Michigan,6
Fred Upton,U.S. House,CD-6,2016,1.058,0.903,1.205,Republican,Michigan,6
Fred Upton,U.S. House,CD-6,2018,1.117,0.969,1.271,Republican,Michigan,6
Fred Upton,U.S. House,CD-6,2020,1.012,0.846,1.179,Republican,Michigan,6
Peter Hoekstra,U.S. Senate,Sen-I,2012,1.535,1.483,1.587,Republican,Michigan,100
Charlie Holley,U.S. House,CD-5,2012,-1.103,-1.435,-0.782,Democratic,Alabama,5
Mo Brooks,U.S. House,CD-5,2010,1.787,1.59,1.975,Republican,Alabama,5
Mo Brooks,U.S. House,CD-5,2012,1.906,1.763,2.048,Republican,Alabama,5
Mo Brooks,U.S. House,CD-5,2014,2.034,1.88,2.197,Republican,Alabama,5
Mo Brooks,U.S. House,CD-5,2016,1.995,1.817,2.168,Republican,Alabama,5
Mo Brooks,U.S. House,CD-5,2018,2.177,2.008,2.344,Republican,Alabama,5
Mo Brooks,U.S. House,CD-5,2020,2.366,2.189,2.541,Republican,Alabama,5
Robert Leon Tillman,U.S. House,CD-4,2012,-1.036,-1.31,-0.764,Democratic,Kansas,4
Joyce Segers,U.S. House,CD-2,2010,-2.079,-2.325,-1.842,Democratic,Oregon,2
Joyce Segers,U.S. House,CD-2,2012,-2.041,-2.226,-1.857,Democratic,Oregon,2
Kim Dolbow Vann,U.S. House,CD-3,2012,1.428,1.208,1.65,Republican,California,3
Jennifer Roberts,U.S. House,CD-9,2012,-1.944,-2.15,-1.743,Democratic,North Carolina,9
Robert Pittenger,U.S. House,CD-9,2012,1.709,1.562,1.858,Republican,North Carolina,9
Robert Pittenger,U.S. House,CD-9,2014,1.619,1.477,1.764,Republican,North Carolina,9
Robert Pittenger,U.S. House,CD-9,2016,1.606,1.449,1.759,Republican,North Carolina,9
Earl Pomeroy,U.S. House,CD-1,2010,-1.947,-2.13,-1.765,Democratic,North Dakota,1
Michael Chan,U.S. House,CD-10,2012,-0.059,-0.488,0.372,Republican,New York,10
Rick Daugherty,U.S. House,CD-15,2012,-1.24,-1.474,-1,Democratic,Pennsylvania,15
Rick Daugherty,U.S. House,CD-15,2016,-0.416,-0.719,-0.112,Democratic,Pennsylvania,15
James E. 'Jim' Clyburn,U.S. House,CD-6,2010,-2.559,-2.79,-2.342,Democratic,South Carolina,6
James E. 'Jim' Clyburn,U.S. House,CD-6,2012,-2.422,-2.58,-2.263,Democratic,South Carolina,6
James E. 'Jim' Clyburn,U.S. House,CD-6,2014,-2.301,-2.476,-2.131,Democratic,South Carolina,6
James E. 'Jim' Clyburn,U.S. House,CD-6,2016,-2.185,-2.36,-2.012,Democratic,South Carolina,6
James E. 'Jim' Clyburn,U.S. House,CD-6,2018,-2.063,-2.249,-1.876,Democratic,South Carolina,6
James E. 'Jim' Clyburn,U.S. House,CD-6,2020,-2.194,-2.363,-2.029,Democratic,South Carolina,6
James E. 'Jim' Clyburn,U.S. House,CD-6,2022,-2.107,-2.279,-1.937,Democratic,South Carolina,6
James E. 'Jim' Clyburn,U.S. House,CD-6,2024,-2.02,-2.217,-1.821,Democratic,South Carolina,6
Mick Mulvaney,U.S. House,CD-5,2010,1.581,1.392,1.764,Republican,South Carolina,5
Mick Mulvaney,U.S. House,CD-5,2012,1.688,1.544,1.836,Republican,South Carolina,5
Mick Mulvaney,U.S. House,CD-5,2014,1.621,1.469,1.774,Republican,South Carolina,5
Mick Mulvaney,U.S. House,CD-5,2016,1.587,1.395,1.781,Republican,South Carolina,5
Joe Wilson,U.S. House,CD-2,2010,1.985,1.822,2.153,Republican,South Carolina,2
Joe Wilson,U.S. House,CD-2,2012,2.083,1.968,2.205,Republican,South Carolina,2
Joe Wilson,U.S. House,CD-2,2014,1.964,1.827,2.102,Republican,South Carolina,2
Joe Wilson,U.S. House,CD-2,2016,1.944,1.782,2.108,Republican,South Carolina,2
Joe Wilson,U.S. House,CD-2,2018,1.898,1.743,2.054,Republican,South Carolina,2
Joe Wilson,U.S. House,CD-2,2020,1.993,1.833,2.155,Republican,South Carolina,2
Joe Wilson,U.S. House,CD-2,2022,1.95,1.789,2.112,Republican,South Carolina,2
Joe Wilson,U.S. House,CD-2,2024,2.019,1.847,2.195,Republican,South Carolina,2
Angela Michael,U.S. House,CD-15,2012,-1.529,-1.959,-1.116,Democratic,Illinois,15
Raul Ruiz,U.S. House,CD-36,2012,-2.169,-2.338,-2.002,Democratic,California,36
Raul Ruiz,U.S. House,CD-36,2014,-2.066,-2.199,-1.929,Democratic,California,36
Raul Ruiz,U.S. House,CD-36,2016,-2.03,-2.176,-1.883,Democratic,California,36
Raul Ruiz,U.S. House,CD-36,2018,-2.059,-2.207,-1.914,Democratic,California,36
Raul Ruiz,U.S. House,CD-36,2020,-2.063,-2.212,-1.919,Democratic,California,36
Raul Ruiz,U.S. House,CD-25,2022,-2.106,-2.275,-1.943,Democratic,California,25
Raul Ruiz,U.S. House,CD-25,2024,-2.047,-2.245,-1.848,Democratic,California,25
Mary Bono Mack,U.S. House,CD-45,2010,1.095,0.951,1.24,Republican,California,45
Mary Bono Mack,U.S. House,CD-36,2012,1.208,1.084,1.334,Republican,California,36
Renee Ellmers,U.S. House,CD-2,2010,1.538,1.312,1.768,Republican,North Carolina,2
Renee Ellmers,U.S. House,CD-2,2012,1.611,1.458,1.757,Republican,North Carolina,2
Renee Ellmers,U.S. House,CD-2,2014,1.519,1.348,1.692,Republican,North Carolina,2
Bob Etheridge,U.S. House,CD-2,2010,-1.87,-2.108,-1.627,Democratic,North Carolina,2
Heather Beaven,U.S. House,CD-7,2010,-1.22,-1.433,-0.994,Democratic,Florida,7
Heather Beaven,U.S. House,CD-6,2012,-1.422,-1.612,-1.237,Democratic,Florida,6
Ron DeSantis,U.S. House,CD-6,2012,1.522,1.386,1.665,Republican,Florida,6
Ron DeSantis,U.S. House,CD-6,2014,1.574,1.45,1.697,Republican,Florida,6
Ron DeSantis,U.S. House,CD-6,2016,1.617,1.486,1.746,Republican,Florida,6
Ron DeSantis,Governor,Gov,2022,2.638,2.594,2.683,Republican,Florida,103
Emanuel Cleaver,U.S. House,CD-5,2010,-2.548,-2.722,-2.376,Democratic,Missouri,5
Emanuel Cleaver,U.S. House,CD-5,2012,-2.443,-2.566,-2.319,Democratic,Missouri,5
Emanuel Cleaver,U.S. House,CD-5,2014,-2.417,-2.555,-2.277,Democratic,Missouri,5
Emanuel Cleaver,U.S. House,CD-5,2016,-2.461,-2.608,-2.319,Democratic,Missouri,5
Emanuel Cleaver,U.S. House,CD-5,2018,-2.414,-2.55,-2.279,Democratic,Missouri,5
Emanuel Cleaver,U.S. House,CD-5,2020,-2.36,-2.493,-2.22,Democratic,Missouri,5
Emanuel Cleaver,U.S. House,CD-5,2022,-2.386,-2.519,-2.255,Democratic,Missouri,5
